name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
London Heathrow,2023-06-17,77.8,58.1,68.6,77.8,58.1,68.6,51.2,54.3,0.001,100,4.17,rain,0,0,11.9,8.2,78.5,1014.3,23.8,14.9,168.6,14.5,7,,2023-06-17T04:43:03,2023-06-17T21:20:07,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"D5621,03781099999,03672099999,03772099999,03770099999"
London Heathrow,2023-06-18,80.9,62.2,68.6,81.8,62.2,68.7,59.9,75.1,0.056,100,20.83,rain,0,0,20.8,14.4,168.9,1009,64.2,7.1,154,13.3,7,,2023-06-18T04:43:04,2023-06-18T21:20:30,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D5621,03781099999,03672099999,03772099999,03770099999"
London Heathrow,2023-06-19,76.7,59.5,68,76.7,59.5,68,56.2,68.4,0,0,0,,0,0,20.8,13.8,205.6,1010.3,50,9.5,182.7,15.9,9,,2023-06-19T04:43:08,2023-06-19T21:20:50,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
London Heathrow,2023-06-20,72.4,63.6,68.2,72.4,63.6,68.2,58.8,72.5,0.027,100,12.5,rain,0,0,26.4,15.3,193,1008,71.2,11.9,116.2,10.2,5,,2023-06-20T04:43:15,2023-06-20T21:21:07,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D5621,03781099999,03672099999,03772099999,03770099999"
London Heathrow,2023-06-21,77.9,60,69.3,77.9,60,69.3,56.5,65.9,0.39,100,4.17,rain,0,0,20.8,11.6,231.4,1015.5,28,11.7,185.8,16,8,,2023-06-21T04:43:25,2023-06-21T21:21:21,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D5621,03781099999,03672099999,03772099999,03770099999"
London Heathrow,2023-06-22,81.4,59.8,70.5,80.6,59.8,70.5,55.6,62.2,0,0,0,,0,0,16.1,10.1,355.5,1018.4,28.1,11.5,189,16.4,8,,2023-06-22T04:43:38,2023-06-22T21:21:31,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
London Heathrow,2023-06-23,80.7,62.2,71.6,80,62.2,71.6,54.8,57.3,0,0,0,,0,0,18.3,12.9,248.9,1023,13.5,13.7,153,12.9,6,,2023-06-23T04:43:54,2023-06-23T21:21:39,0.17,Clear,Clear conditions throughout the day.,clear-day,"D5621,03672099999,03781099999,03772099999,03770099999"
London Heathrow,2023-06-24,81.8,61.7,71.9,81.7,61.7,71.9,58.9,65.7,0,0,0,,0,0,12.8,9.4,219.2,1022.8,41.6,12.2,149.6,13.1,8,,2023-06-24T04:44:13,2023-06-24T21:21:44,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
London Heathrow,2023-06-25,87.1,63.5,74.9,86,63.5,74.6,56.2,54.1,0,0,0,,0,0,27.7,18.2,207.5,1014.6,5.2,14.7,209.8,18.1,9,,2023-06-25T04:44:35,2023-06-25T21:21:46,0.24,Clear,Clear conditions throughout the day.,clear-day,"D5621,03781099999,03672099999,D4121,03772099999,03770099999"
London Heathrow,2023-06-26,71.8,59.1,66.1,71.8,59.1,66.1,48.5,55.3,0,0,0,,0,0,23.7,16.4,277,1019.2,18.9,13.9,159.4,13.8,6,,2023-06-26T04:45:00,2023-06-26T21:21:44,0.25,Clear,Clear conditions throughout the day.,clear-day,"D5621,03672099999,03781099999,03772099999,03770099999"
London Heathrow,2023-06-27,72.6,59,66.2,72.6,59,66.2,52,60.8,0,0,0,,0,0,18.3,12.2,253.1,1020.9,70.2,12.8,130.4,11.2,4,,2023-06-27T04:45:28,2023-06-27T21:21:39,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
London Heathrow,2023-06-28,76.3,65.3,69.4,76.3,65.3,69.4,60.3,73.6,0.001,100,4.17,rain,0,0,16.1,10.6,239.6,1017,86.6,9,95.4,8.2,3,,2023-06-28T04:45:58,2023-06-28T21:21:32,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"D5621,03781099999,03672099999,F6665,03772099999,03770099999"
London Heathrow,2023-06-29,72.6,60.4,66.5,72.6,60.4,66.5,55.1,69.8,0.039,100,25,rain,0,0,16.1,9.2,322.2,1015.7,71.8,11.4,120.3,10.4,6,,2023-06-29T04:46:32,2023-06-29T21:21:21,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D5621,03781099999,03672099999,D4121,03772099999,03770099999"
London Heathrow,2023-06-30,66.3,56.2,62.6,66.3,56.2,62.6,52.5,70.1,0,0,0,,0,0,25.3,15.9,232.2,1012.2,65.9,12.1,101.3,8.8,6,,2023-06-30T04:47:08,2023-06-30T21:21:07,0.4,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
London Heathrow,2023-07-01,71.7,63.6,66.9,71.7,63.6,66.9,54.3,66.3,0.001,100,4.17,rain,0,0,30,17,272.6,1006,85.1,11.6,111,9.6,5,,2023-07-01T04:47:46,2023-07-01T21:20:50,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D5621,03781099999,03672099999,D4121,03772099999,03770099999"
London Heathrow,2023-07-02,68.2,56.2,62.9,68.2,56.2,62.9,46.3,56.3,0,0,0,,0,0,27.7,18.5,265.1,1011.4,35.4,10,140.8,12.3,6,,2023-07-02T04:48:27,2023-07-02T21:20:30,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03781099999,03672099999,F6665,03772099999,03770099999"
London Heathrow,2023-07-03,69.7,54.5,61.6,69.7,54.5,61.6,47.3,60.3,0.001,100,4.17,rain,0,0,28.9,21.9,256,1010.9,48.5,11.7,135.8,11.8,7,,2023-07-03T04:49:11,2023-07-03T21:20:06,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"D5621,03781099999,03672099999,03772099999,03770099999"
London Heathrow,2023-07-04,65.5,55.6,59.7,65.5,55.6,59.7,51.6,75.8,0.058,100,12.5,rain,0,0,21.9,11.6,247.5,1010,80.1,9.7,66.1,5.8,3,,2023-07-04T04:49:57,2023-07-04T21:19:40,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"D5621,03781099999,03672099999,03772099999,03770099999"
London Heathrow,2023-07-05,68.8,51.1,60.3,68.8,51.1,60.3,49.7,71,0.009,100,16.67,rain,0,0,23,16.4,269.6,1010.7,68.9,13.8,119.4,10.4,7,,2023-07-05T04:50:46,2023-07-05T21:19:11,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D5621,03781099999,03672099999,03772099999,03770099999"
London Heathrow,2023-07-06,70.8,52.9,62.8,70.8,52.9,62.8,47.9,60.2,0.007,100,4.17,rain,0,0,25.7,13.3,223.7,1015.8,50.3,14.5,174.4,15,10,,2023-07-06T04:51:37,2023-07-06T21:18:38,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D5621,03781099999,03672099999,03772099999,03770099999"
London Heathrow,2023-07-07,85,53.8,70.6,83.5,53.8,70.2,50.9,52.7,0,0,0,,0,0,20.1,11.3,142.3,1015.2,45.7,14.4,240.3,20.5,9,,2023-07-07T04:52:30,2023-07-07T21:18:03,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
London Heathrow,2023-07-08,77.1,66.5,71.2,77.1,66.5,71.2,60.7,70.5,0.005,100,16.67,rain,0,0,19.7,9.4,160.5,1014.7,60.1,12.6,87.2,7.5,3,,2023-07-08T04:53:26,2023-07-08T21:17:25,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D5621,03781099999,03672099999,03772099999,03770099999"
London Heathrow,2023-07-09,73.5,62.6,67.3,73.5,62.6,67.3,56.5,69.7,0,0,0,,0,0,21.9,13.8,219.9,1018.8,41.5,12.3,114,10,5,,2023-07-09T04:54:24,2023-07-09T21:16:43,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
London Heathrow,2023-07-10,74.8,58.9,67,74.8,58.9,67,54.8,66.6,0,0,0,,0,0,29.3,16.7,208.3,1019,46.4,11.5,238.2,20.5,10,,2023-07-10T04:55:23,2023-07-10T21:15:59,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
London Heathrow,2023-07-11,73.1,63.6,67.5,73.1,63.6,67.5,56.2,67.8,0.01,100,4.17,rain,0,0,27.7,18.2,219.8,1010.2,82.2,12,141,12.1,9,,2023-07-11T04:56:25,2023-07-11T21:15:12,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D5621,03781099999,03672099999,03772099999,03770099999"
London Heathrow,2023-07-12,70.7,58.5,64.7,70.7,58.5,64.7,54,69.5,0.002,100,8.33,rain,0,0,23,15.7,248.8,1011.4,57.2,11.9,216.7,18.8,9,,2023-07-12T04:57:29,2023-07-12T21:14:23,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"D5621,03781099999,03672099999,F6665,03772099999,03770099999"
London Heathrow,2023-07-13,71.2,57.1,63.8,71.2,57.1,63.8,54.1,71.7,0.017,100,12.5,rain,0,0,19.7,13.1,237.8,1015.8,51.7,14.1,136.3,11.8,5,,2023-07-13T04:58:35,2023-07-13T21:13:30,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"F6665,03781099999,03672099999,03772099999,03770099999"
London Heathrow,2023-07-14,65.5,59.1,62.4,65.5,59.1,62.4,57.7,84.7,0.033,100,25,rain,0,0,31.1,14.1,171.9,1008.7,73.1,8.5,39.7,3.4,1,,2023-07-14T04:59:43,2023-07-14T21:12:35,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D5621,03781099999,03672099999,03772099999,03770099999"
London Heathrow,2023-07-15,69.8,60.9,64.6,69.8,60.9,64.6,54.4,70.6,0.257,100,12.5,rain,0,0,39.1,25.9,216.3,1000.9,87.6,9.3,201.8,17.3,10,,2023-07-15T05:00:52,2023-07-15T21:11:37,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"D5621,03781099999,03672099999,03772099999,03770099999"
London Heathrow,2023-07-16,69.9,58.3,63.8,69.9,58.3,63.8,50.9,64.3,0.001,100,4.17,rain,0,0,31.1,20.8,234.7,1009.2,68,11.1,178,15.2,8,,2023-07-16T05:02:03,2023-07-16T21:10:36,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"D5621,03781099999,03672099999,03772099999,03770099999"
London Heathrow,2023-07-17,72.7,55.4,63.4,72.7,55.4,63.4,52.6,70.5,0.095,100,16.67,rain,0,0,21.9,15.9,245.9,1017.3,27.5,12.5,216.7,18.8,9,,2023-07-17T05:03:16,2023-07-17T21:09:33,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D5621,03781099999,03672099999,03772099999,03770099999"
London Heathrow,2023-07-18,73.4,54.2,64.7,73.4,54.2,64.7,51.5,64.1,0,0,0,,0,0,17.2,11.6,228.3,1018.1,43.2,14.6,141,12.2,8,,2023-07-18T05:04:30,2023-07-18T21:08:27,0.02,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
London Heathrow,2023-07-19,73.5,60.2,66.1,73.5,60.2,66.1,53.6,65.7,0.029,100,4.17,rain,0,0,23.9,13.3,280.3,1015,73.5,12.8,135.2,11.7,5,,2023-07-19T05:05:46,2023-07-19T21:07:19,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D5621,03781099999,03672099999,F6665,03772099999,03770099999"
London Heathrow,2023-07-20,71.6,58,65.4,71.6,58,65.4,48.5,56,0.007,100,4.17,rain,0,0,13.9,8.8,318.4,1015.1,46.7,18.1,108.2,9.4,5,,2023-07-20T05:07:03,2023-07-20T21:06:08,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D5621,03781099999,03672099999,03772099999,03770099999"
London Heathrow,2023-07-21,67.5,52.8,60.8,67.5,52.8,60.8,47.7,62.8,0,0,0,,0,0,18.3,12.2,286.7,1013.9,45.7,16,133.3,11.5,8,,2023-07-21T05:08:22,2023-07-21T21:04:54,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999"
London Heathrow,2023-07-22,64.3,54.7,58.7,64.3,54.7,58.7,53.8,84.3,0.195,100,33.33,rain,0,0,31.1,16.9,219.2,1010.7,83.5,11.5,70.5,6,3,,2023-07-22T05:09:41,2023-07-22T21:03:39,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D5621,03781099999,03672099999,03772099999"
London Heathrow,2023-07-23,72,59.9,65.3,72,59.9,65.3,58.1,78.8,0.162,100,25,rain,0,0,27.7,17.3,226.8,1003.1,68.9,13.6,155.7,13.5,8,,2023-07-23T05:11:02,2023-07-23T21:02:21,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"D5621,03781099999,03672099999,03772099999"
London Heathrow,2023-07-24,61,57.2,59.4,61,57.2,59.4,54.8,85,0.034,100,16.67,rain,0,0,19,11.4,341.1,1005.3,84.6,10.6,47.8,3.9,1,,2023-07-24T05:12:25,2023-07-24T21:01:01,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D5621,03781099999,03672099999,03772099999"
London Heathrow,2023-07-25,67.3,53.4,60.6,67.3,53.4,60.6,48.5,67.2,0,0,0,,0,0,18.3,12.2,303.5,1010.3,52.2,15.1,129,11.2,9,,2023-07-25T05:13:48,2023-07-25T20:59:38,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
London Heathrow,2023-07-26,72.1,51,61.1,72.1,51,61.1,50,70.1,0.276,100,20.83,rain,0,0,23,14.9,223.2,1012,40.3,14.4,174.4,15.1,9,,2023-07-26T05:15:12,2023-07-26T20:58:13,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"D5621,03781099999,03672099999,03772099999,03770099999"
London Heathrow,2023-07-27,71.7,61,66.6,71.7,61,66.6,61.9,85.4,0.101,100,20.83,rain,0,0,32.2,14.2,229.6,1003.6,94.8,7.4,77.5,6.7,3,,2023-07-27T05:16:37,2023-07-27T20:56:47,0.32,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"D5621,F6665,03781099999,03672099999,03772099999,03770099999"
London Heathrow,2023-07-28,72.7,63.1,66.9,72.7,63.1,66.9,58.6,75.4,0,0,0,,0,0,24.2,14.6,241.9,1005.9,89.4,16.3,86.5,7.7,3,,2023-07-28T05:18:04,2023-07-28T20:55:18,0.36,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
London Heathrow,2023-07-29,72.9,61.3,66.3,72.9,61.3,66.3,54.8,68.2,0.008,100,8.33,rain,0,0,25.3,16.7,245.2,1006.2,69.3,13.6,116.8,10.3,9,,2023-07-29T05:19:31,2023-07-29T20:53:47,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D5621,03781099999,03672099999,F6665,03772099999,03770099999"
London Heathrow,2023-07-30,68.5,58.6,63.3,68.5,58.6,63.3,55.5,76.8,0.022,100,20.83,rain,0,0,25.3,17.9,240.5,1010.5,78,10.5,131.8,11.5,7,,2023-07-30T05:20:59,2023-07-30T20:52:14,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D5621,03781099999,03672099999,03772099999,03770099999"
London Heathrow,2023-07-31,68.7,60.9,64.5,68.7,60.9,64.5,58.5,81.5,0.43,100,25,rain,0,0,25.3,17.9,242.1,1004.8,78.8,11.5,57.4,5,2,,2023-07-31T05:22:27,2023-07-31T20:50:39,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D5621,03781099999,03672099999,03772099999,03770099999"
London Heathrow,2023-08-01,73.2,57.7,64.1,73.2,57.7,64.1,54.3,72,0.035,100,4.17,rain,0,0,24.2,14.9,254,1001.4,68.6,13.8,116.5,10,6,,2023-08-01T05:23:57,2023-08-01T20:49:03,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D5621,03781099999,03672099999,03772099999,03770099999"
London Heathrow,2023-08-02,65.7,60,62.8,65.7,60,62.8,58.8,87.2,0.35,100,70.83,rain,0,0,30,18.7,229.8,988.8,87.5,9.3,98,8.4,5,,2023-08-02T05:25:26,2023-08-02T20:47:24,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D5621,03781099999,03672099999,03772099999,03770099999"
London Heathrow,2023-08-03,68.7,59.5,64.3,68.7,59.5,64.3,53.6,69.5,0.207,100,8.33,rain,0,0,19.7,11.2,319.7,1004,73.2,15.2,122.6,10.6,8,,2023-08-03T05:26:57,2023-08-03T20:45:44,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"D5621,03781099999,03672099999,03772099999,03770099999"
London Heathrow,2023-08-04,66.9,59,62.7,66.9,59,62.7,53.5,72.4,0,0,0,,0,0,16.1,11.4,301.6,1016.6,77.2,15.3,97,8.3,9,,2023-08-04T05:28:28,2023-08-04T20:44:02,0.59,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
London Heathrow,2023-08-05,65.3,55.5,59.2,65.3,55.5,59.2,54.1,83.4,0.048,100,50,rain,0,0,28.9,16.9,238.1,1008.1,88.4,10.4,56.9,4.8,2,,2023-08-05T05:30:00,2023-08-05T20:42:18,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D5621,03781099999,03672099999,F6665,03772099999,03770099999"
London Heathrow,2023-08-06,68.2,51.7,60.4,68.2,51.7,60.4,49.4,68.6,0.222,100,12.5,rain,0,0,27.1,13.6,307.5,1016.1,51.6,16.1,137.2,12,9,,2023-08-06T05:31:32,2023-08-06T20:40:33,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D5621,03781099999,03672099999,03772099999,03770099999"
London Heathrow,2023-08-07,69.9,51.8,61.4,69.9,51.8,61.4,49.5,67.3,0,0,0,,0,0,22.4,14.3,273.9,1019.3,27.1,18.3,143.6,12.5,8,,2023-08-07T05:33:04,2023-08-07T20:38:46,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03781099999,03672099999,remote,03772099999,03770099999"
London Heathrow,2023-08-08,63.4,54.4,59.4,63.4,54.4,59.4,55,85.8,0.011,100,29.17,rain,0,0,23,12.8,244.6,1015.2,78.6,9.8,59.2,4.9,2,,2023-08-08T05:34:37,2023-08-08T20:36:58,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D5621,03781099999,03672099999,03772099999,03770099999"
London Heathrow,2023-08-09,75.2,54.6,64.6,75.2,54.6,64.6,54.4,72.4,0.109,100,12.5,rain,0,0,15,9.1,260.7,1017.5,35.7,13.5,151.5,13,8,,2023-08-09T05:36:11,2023-08-09T20:35:08,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"D5621,03781099999,03672099999,03772099999,03770099999"
London Heathrow,2023-08-10,79.7,58.1,69.2,79.7,58.1,69.2,57.8,69,0,0,0,,0,0,21.9,11.1,186.9,1019,15.4,17.1,152.7,13.3,7,,2023-08-10T05:37:44,2023-08-10T20:33:17,0.8,Clear,Clear conditions throughout the day.,clear-day,"D5621,03781099999,03672099999,remote,03772099999,03770099999"
London Heathrow,2023-08-11,76.1,65.3,69.9,76.1,65.3,69.9,60,71.6,0,0,0,,0,0,24.2,12.8,219.9,1017.4,69.1,13,127.3,11.1,9,,2023-08-11T05:39:18,2023-08-11T20:31:24,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
London Heathrow,2023-08-12,69.9,59.1,65.4,69.9,59.1,65.4,56.2,72.7,0,0,0,,0,0,31.1,17.7,221.2,1014.5,76.4,10.1,112.3,9.6,7,,2023-08-12T05:40:52,2023-08-12T20:29:30,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
London Heathrow,2023-08-13,72.4,61.3,65.6,72.4,61.3,65.6,54.7,69.1,0.002,100,8.33,rain,0,0,26.4,17.6,223.9,1013.7,70,13.8,92.8,7.9,4,,2023-08-13T05:42:27,2023-08-13T20:27:34,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D5621,03781099999,03672099999,03772099999,03770099999"
London Heathrow,2023-08-14,70.7,60,65.2,70.7,60,65.2,58.5,79.3,0.015,100,12.5,rain,0,0,25.3,15.8,195.5,1010.9,81.8,11,90.6,7.7,6,,2023-08-14T05:44:01,2023-08-14T20:25:38,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D5621,03781099999,03672099999,03772099999,03770099999"
London Heathrow,2023-08-15,76,55.3,65.4,76,55.3,65.4,55.5,72.3,0,0,0,,0,0,17.2,10.2,250.2,1015.6,35.1,16.5,161.3,13.7,8,,2023-08-15T05:45:36,2023-08-15T20:23:40,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
London Heathrow,2023-08-16,79.2,58.2,67.9,79.2,58.2,67.9,54.3,65.2,0.007,100,4.17,rain,0,0,13.9,8.9,68.4,1020,9.8,12.9,139.8,11.9,8,,2023-08-16T05:47:11,2023-08-16T20:21:41,0,Rain,Clear conditions throughout the day with afternoon rain.,rain,"D5621,03781099999,03672099999,03772099999,03770099999"
London Heathrow,2023-08-17,75.3,62.1,67.5,75.3,62.1,67.5,57.7,72.3,0,0,0,,0,0,27.1,13.9,87.3,1019.4,50.2,9.2,79.3,7,7,,2023-08-17T05:48:46,2023-08-17T20:19:40,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
London Heathrow,2023-08-18,73.2,64.6,68.3,73.2,64.6,68.3,61.8,80.1,0.013,100,16.67,rain,0,0,25.1,13.9,100,1013.4,88.3,6.5,81.9,7.1,6,,2023-08-18T05:50:21,2023-08-18T20:17:39,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D5621,03781099999,03672099999,03772099999,03770099999"
London Heathrow,2023-08-19,74.2,63.6,68.7,74.2,63.6,68.7,59.5,73.9,0.006,100,8.33,rain,0,0,32.4,17.2,216.2,1013.4,62,10.1,142.7,12.2,8,,2023-08-19T05:51:56,2023-08-19T20:15:36,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"D5621,03781099999,03672099999,03772099999,03770099999"
London Heathrow,2023-08-20,76.5,59.5,67.6,76.5,59.5,67.6,56.7,70.3,0,0,0,,0,0,20.8,12.5,226.4,1021.5,44.2,12.5,109,9.4,8,,2023-08-20T05:53:32,2023-08-20T20:13:33,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
London Heathrow,2023-08-21,75.4,59.5,66.6,75.4,59.5,66.6,57,73.1,0,0,0,,0,0,18.8,10.8,229.3,1023.1,54.4,12,103.4,8.9,8,,2023-08-21T05:55:07,2023-08-21T20:11:29,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
London Heathrow,2023-08-22,78.6,59.9,68,78.6,59.9,68,56.4,69.1,0,0,0,,0,0,22.1,12.9,251.6,1020.4,37.2,13.4,128.3,11,8,,2023-08-22T05:56:42,2023-08-22T20:09:23,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
London Heathrow,2023-08-23,81.4,59.4,69.9,81.1,59.4,69.8,55.5,63,0,0,0,,0,0,11.4,7.2,251.4,1019.4,28,15.4,132.3,11.6,7,,2023-08-23T05:58:18,2023-08-23T20:07:17,0.24,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03781099999,03672099999,03772099999,03770099999"
London Heathrow,2023-08-24,75.9,63.5,68.3,75.9,63.5,68.3,59.8,75.2,0.003,100,12.5,rain,0,0,16.6,8.7,250.9,1012.1,50.1,11.5,102.9,8.8,7,,2023-08-24T05:59:53,2023-08-24T20:05:10,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D5621,03781099999,03672099999,remote,03772099999,03770099999"
London Heathrow,2023-08-25,70,58.4,63.7,70,58.4,63.7,49.1,60.7,0.111,100,4.17,rain,0,0,20.8,14.9,273.1,1009.6,59.1,9.1,234.3,20.2,9,,2023-08-25T06:01:29,2023-08-25T20:03:02,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"D5621,03781099999,03672099999,F6665,03772099999,03770099999"
London Heathrow,2023-08-26,66.7,54.5,59,66.7,54.5,59,53.4,82.4,0.393,100,8.33,rain,0,0,22.4,12.8,245.2,1008.3,55.7,6,202.7,17.5,9,,2023-08-26T06:03:04,2023-08-26T20:00:53,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D5621,F6665,03672099999,03772099999,03770099999"
London Heathrow,2023-08-27,67.6,52.8,60.1,67.6,52.8,60.1,51.3,74.6,0,0,0,,0,0,25.1,16.1,284.6,1010.4,42.9,6.2,106.3,9.3,9,,2023-08-27T06:04:40,2023-08-27T19:58:43,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03672099999,remote,03772099999,03770099999"
London Heathrow,2023-08-28,68.9,52.4,60.7,68.9,52.4,60.7,50.4,70.8,0,0,0,,0,0,18.1,11.6,314.4,1014.2,42.2,6.2,80.8,7,5,,2023-08-28T06:06:15,2023-08-28T19:56:33,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03672099999,03772099999,03770099999"
London Heathrow,2023-08-29,68.6,58.4,62.4,68.6,58.4,62.4,51.3,68.5,0.007,100,4.17,rain,0,0,18.6,13.8,242,1012,64.3,6.1,92,7.9,6,,2023-08-29T06:07:51,2023-08-29T19:54:22,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"D5621,03672099999,03772099999,03770099999"
London Heathrow,2023-08-30,69.1,52.7,60.5,69.1,52.7,60.5,49.2,68.4,0,0,0,,0,0,24.6,13.8,293.3,1008.3,29.3,6.2,92,8,4,,2023-08-30T06:09:26,2023-08-30T19:52:10,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D5621,03672099999,03772099999,03770099999"
